name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Dr. Cheryl Diaz DVM,F,787651235,2003-07-29,Junior,School of Arts and Sciences,0,0,['SA' 'JS' 'NCA'],Suite,1,1,1,4000-6000,6000,[]
Mitchell Compton,M,868842146,2004-08-21,Freshman,School of Arts and Sciences,0,0,['AH' 'JS' 'SA'],Suite,1,1,1,8000-11000,11000,[]
Angela Blake,F,149625510,2006-07-18,Sophomore,School of Environmental and Biological Sciences,0,0,['SA' 'BS' 'CS'],Suite,1,1,1,4000-6000,6000,[]
Thomas Gallegos,M,879893159,2005-08-31,Junior,School of Arts and Sciences,0,1,['CS' 'MS' 'RA'],Apartment,1,1,1,6000-8000,7000,[]
Tammie Benjamin,F,918452907,2006-09-05,Sophomore,School of Arts and Sciences,0,0,['MRS' 'MH' 'RA'],Suite,1,1,1,4000-6000,6000,[]
Clifford Todd,M,629389997,2004-12-13,Senior,School of Social Work,0,0,['BS' 'MH' 'MS'],Suite,1,1,1,8000-11000,11000,[]
Kyle Martin,M,222689971,2002-01-20,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'SA'],Apartment,1,1,1,8000-11000,11000,[]
Christina Watson,F,594074295,2004-06-16,Sophomore,Mason Gross School of the Arts,0,1,['SA' 'MZH' 'AH'],Suite,1,1,1,4000-6000,5000,[]
Karen Murphy,F,679893689,2002-09-30,Sophomore,School of Arts and Sciences,0,1,['MZH' 'BS' 'AH'],Traditional Residence Hall,1,1,1,6000-8000,7000,[]
Bobby Hill,M,653671098,2004-10-04,Freshman,School of Social Work,0,1,['MH' 'RA' 'SA'],Apartment,1,1,1,4000-6000,5000,[]
Tony Nelson,M,466623163,2002-03-13,Freshman,School of Arts and Sciences,1,1,['JS' 'WS' 'MRS'],Apartment,1,1,1,6000-8000,7000,[]
Melissa Gill,F,413170364,2005-04-27,Sophomore,School of Engineering,0,0,['TS' 'SA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Robert Mckinney,M,671513277,2006-04-24,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'CS' 'MS'],Apartment,1,1,1,4000-6000,6000,[]
Ryan Williams,M,376740539,2001-06-05,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'CS'],Apartment,1,1,1,4000-6000,6000,[]
Melinda Young,F,922344129,2002-02-24,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'AH'],Apartment,1,1,1,4000-6000,6000,[]
Alyssa Chavez,F,255220419,2003-12-14,Senior,School of Social Work,0,1,['MRS' 'RA' 'MH'],Apartment,1,0,1,4000-6000,5000,[]
Christopher Mason,M,223861445,2004-06-28,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'SA' 'MZH'],Apartment,1,1,1,4000-6000,6000,[]
Amanda Bailey,F,779205318,2004-11-26,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MH' 'SA' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Phillip Jenkins,M,219601607,2006-09-02,Freshman,School of Social Work,0,1,['MH' 'AH' 'BS'],Apartment,1,1,1,4000-6000,5000,[]
Brandon Owens,M,828070603,2003-07-12,Freshman,School of Communication and Information,1,1,['TS' 'NCA' 'BH'],Suite,1,1,1,6000-8000,7000,[]
Amy Young,F,344529611,2004-04-11,Senior,School of Engineering,0,0,['BS' 'AH' 'MH'],Suite,1,1,1,4000-6000,6000,[]
Regina Gray,F,292051659,2004-12-01,Sophomore,School of Management and Labor Relations,0,0,['TS' 'MH' 'MZH'],Suite,1,1,1,6000-8000,8000,[]
Brian Steele,M,160561870,2003-01-24,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'BS' 'RA'],Apartment,1,1,1,8000-11000,11000,[]
Douglas Perez,M,670415569,2006-10-10,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'CS' 'TS'],Suite,1,1,1,8000-11000,10000,[]
Kim Cantu,F,894147283,2002-03-13,Senior,School of Arts and Sciences,0,0,['RA' 'WS' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Patricia Hansen,F,910744275,2004-07-02,Senior,School of Engineering,0,0,['MS' 'MRS' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Jasmine Mitchell,F,810875610,2005-06-07,Freshman,School of Arts and Sciences,1,0,['MZH' 'CS' 'MH'],Suite,1,1,1,8000-11000,11000,[]
Paul Hebert,M,673364708,2004-02-08,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'NCA' 'CS'],Apartment,1,1,1,4000-6000,6000,[]
Nicole Weiss,F,951745259,2003-02-22,Sophomore,School of Arts and Sciences,0,0,['BS' 'BH' 'JS'],Apartment,1,1,1,6000-8000,8000,[]
Mary Vargas,F,155376365,2004-06-05,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'AH' 'NCA'],Apartment,1,1,1,8000-11000,11000,[]
Melissa Franco,F,596540155,2001-06-06,Sophomore,Mason Gross School of the Arts,0,1,['AH' 'TS' 'SA'],Suite,1,1,1,4000-6000,5000,[]
Natalie Rowe,F,378542844,2004-05-19,Freshman,School of Management and Labor Relations,0,0,['BS' 'SA' 'MRS'],Apartment,1,0,1,4000-6000,6000,[]
Ashley Wolfe,F,939039485,2004-12-21,Freshman,School of Social Work,0,0,['MS' 'BH' 'NCA'],Apartment,1,1,1,8000-11000,11000,[]
Erik Young,M,672373502,2003-05-25,Sophomore,School of Environmental and Biological Sciences,0,0,['SA' 'JS' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Olivia Harris,F,661740287,2005-06-17,Sophomore,School of Arts and Sciences,0,0,['SA' 'WS' 'NCA'],Apartment,1,1,0,4000-6000,6000,[]
Laurie Barnett,F,246020862,2006-08-28,Sophomore,School of Arts and Sciences,0,0,['NCA' 'RA' 'BH'],Apartment,1,1,1,4000-6000,6000,[]
Rachel Davis,F,473668353,2003-07-30,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MRS' 'MS' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Dylan Sellers,M,109501186,2002-08-26,Freshman,Mason Gross School of the Arts,0,0,['WS' 'NCA' 'MRS'],Apartment,1,1,1,6000-8000,8000,[]
Kayla Oneal,F,654170881,2001-12-05,Freshman,School of Engineering,0,0,['MH' 'CS' 'WS'],Apartment,1,1,1,6000-8000,8000,[]
Brianna Mcdaniel,F,578566909,2003-06-02,Sophomore,School of Communication and Information,1,0,['SA' 'MS' 'AH'],Suite,1,1,1,8000-11000,11000,[]
Tammy Gonzalez,F,483408645,2005-02-06,Sophomore,School of Social Work,0,1,['BS' 'RA' 'MS'],Suite,1,1,1,8000-11000,10000,[]
Mark Christian,M,718584582,2003-05-30,Freshman,Mason Gross School of the Arts,1,0,['JS' 'MRS' 'NCA'],Suite,1,1,1,4000-6000,6000,[]
Gavin Jackson,M,175299333,2005-03-18,Junior,School of Arts and Sciences,0,1,['WS' 'TS' 'JS'],Apartment,1,1,1,4000-6000,5000,[]
Amanda Martinez,F,891624193,2002-06-19,Freshman,School of Arts and Sciences,0,1,['NCA' 'WS' 'TS'],Apartment,1,0,1,6000-8000,7000,[]
Harry Fernandez,M,419134221,2003-07-11,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'TS' 'NCA'],Suite,1,1,1,6000-8000,8000,[]
Lori Munoz,F,452639502,2003-12-19,Junior,Mason Gross School of the Arts,0,0,['SA' 'MZH' 'MH'],Apartment,1,1,1,4000-6000,6000,[]
Jose Paul,M,455817999,2004-12-11,Freshman,School of Communication and Information,0,1,['MH' 'BS' 'WS'],Apartment,1,1,1,4000-6000,5000,[]
John Harding,M,322870032,2001-11-13,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'NCA' 'MZH'],Suite,1,1,1,4000-6000,6000,[]
Matthew Gilmore,M,650828561,2002-02-11,Junior,School of Arts and Sciences,0,0,['MRS' 'MZH' 'TS'],Suite,1,1,1,4000-6000,6000,[]
Mark Jordan,M,701831953,2003-11-13,Junior,School of Social Work,0,0,['CS' 'BS' 'TS'],Apartment,1,1,1,4000-6000,6000,[]
Jonathan Gibbs,M,738114320,2003-09-07,Sophomore,School of Arts and Sciences,0,0,['BH' 'WS' 'BS'],Suite,1,1,1,4000-6000,6000,[]
Sonya Smith,F,332495637,2005-05-03,Sophomore,School of Engineering,0,1,['SA' 'MS' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Emily Alvarado,F,240311061,2002-04-26,Sophomore,School of Arts and Sciences,0,0,['MRS' 'RA' 'NCA'],Apartment,1,0,1,8000-11000,11000,[]
Eric Valencia,M,256351000,2002-10-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MS' 'NCA' 'RA'],Suite,1,1,1,4000-6000,5000,[]
Charles Vance,M,397450009,2005-05-11,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['TS' 'MRS' 'BS'],Suite,1,1,1,6000-8000,7000,[]
Katherine Sandoval,F,593574682,2001-09-12,Senior,School of Communication and Information,0,0,['WS' 'NCA' 'MS'],Suite,1,1,1,6000-8000,8000,[]
Lauren Hall,F,345340699,2002-01-27,Freshman,Mason Gross School of the Arts,0,0,['RA' 'BH' 'TS'],Apartment,1,1,1,4000-6000,6000,[]
Kelly Clark,F,833714972,2003-01-25,Freshman,School of Engineering,0,1,['CS' 'BS' 'SA'],Apartment,1,1,0,8000-11000,10000,[]
Robert Lopez,M,819436316,2002-09-20,Sophomore,School of Arts and Sciences,0,0,['WS' 'BS' 'SA'],Apartment,1,0,1,6000-8000,8000,[]
Alicia Phillips,F,552221468,2004-12-25,Freshman,School of Arts and Sciences,0,0,['WS' 'SA' 'MZH'],Suite,1,1,1,4000-6000,6000,[]
Jessica Glenn,F,315587358,2003-10-15,Junior,School of Arts and Sciences,0,0,['MZH' 'BS' 'RA'],Apartment,1,1,1,8000-11000,11000,[]
Charlotte Ross,F,303389476,2003-05-30,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'TS' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,10000,[]
Jessica Barron,F,363698981,2004-10-20,Freshman,School of Arts and Sciences,0,0,['JS' 'AH' 'NCA'],Apartment,1,0,1,4000-6000,6000,[]
James Bryant,M,149363494,2005-02-26,Freshman,School of Engineering,0,0,['BS' 'NCA' 'MS'],Apartment,1,0,1,8000-11000,11000,[]
Abigail Arias,F,931437354,2005-04-06,Sophomore,School of Engineering,0,0,['NCA' 'RA' 'CS'],Suite,1,1,1,4000-6000,6000,[]
Shannon Johnson,F,621706028,2002-04-24,Sophomore,School of Environmental and Biological Sciences,0,0,['TS' 'MS' 'WS'],Apartment,1,1,1,6000-8000,8000,[]
David Brown,M,524852017,2003-10-13,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'SA' 'RA'],Suite,1,1,1,4000-6000,6000,[]
Kara Potter,F,315136820,2004-07-15,Sophomore,School of Arts and Sciences,0,1,['BS' 'NCA' 'RA'],Apartment,1,1,1,4000-6000,5000,[]
Aaron Buchanan,M,922696501,2003-09-12,Freshman,School of Engineering,0,0,['SA' 'MH' 'BS'],Suite,1,1,1,4000-6000,6000,[]
Holly Marsh,F,814644023,2006-08-05,Sophomore,School of Arts and Sciences,1,0,['MS' 'MRS' 'SA'],Suite,1,1,1,6000-8000,8000,[]
Sonya Ramirez,F,869784382,2006-03-08,Freshman,School of Arts and Sciences,0,0,['AH' 'NCA' 'BS'],Suite,1,1,1,4000-6000,6000,[]
John Thomas,M,135879487,2003-11-07,Sophomore,Mason Gross School of the Arts,0,1,['BS' 'NCA' 'JS'],Suite,1,1,1,8000-11000,10000,[]
Richard Frey,M,951294784,2006-07-12,Junior,School of Communication and Information,1,1,['CS' 'SA' 'RA'],Apartment,1,1,1,8000-11000,10000,[]
Carrie Blackwell,F,893123394,2005-05-11,Freshman,School of Arts and Sciences,0,1,['MZH' 'TS' 'AH'],Suite,1,1,1,6000-8000,7000,[]
Stephen Cunningham,M,389389124,2003-10-20,Junior,School of Arts and Sciences,0,0,['BS' 'CS' 'TS'],Suite,1,1,1,8000-11000,11000,[]
Angela Brady,F,847018820,2003-10-02,Sophomore,School of Environmental and Biological Sciences,0,1,['MZH' 'RA' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Brianna Brown,F,369564484,2005-01-12,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'MRS'],Apartment,1,1,1,4000-6000,6000,[]
Regina Jimenez,F,799038279,2001-05-25,Freshman,Mason Gross School of the Arts,0,1,['JS' 'WS' 'TS'],Apartment,1,1,1,4000-6000,5000,[]
Brett Ferguson,M,577846088,2004-09-01,Sophomore,School of Environmental and Biological Sciences,0,0,['MS' 'JS' 'CS'],Suite,1,1,1,4000-6000,6000,[]
Kevin Mann MD,M,148699977,2004-05-28,Sophomore,School of Arts and Sciences,0,0,['CS' 'RA' 'SA'],Suite,1,1,1,8000-11000,11000,[]
Richard Kelley,M,341457737,2003-10-25,Sophomore,School of Arts and Sciences,0,0,['RA' 'TS' 'BS'],Suite,1,1,1,4000-6000,6000,[]
Michael Mcdonald,M,957733707,2002-09-05,Freshman,School of Management and Labor Relations,0,0,['BS' 'MH' 'TS'],Apartment,1,1,1,8000-11000,11000,[]
Lisa Morales,F,392977224,2006-08-01,Sophomore,Mason Gross School of the Arts,0,0,['MRS' 'MZH' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Matthew Landry,M,391117645,2002-05-28,Freshman,Rutgers Business School–Newark and New Brunswick,1,0,['MS' 'JS' 'MZH'],Apartment,1,1,1,4000-6000,6000,[]
Joy Whitehead,F,303135566,2006-06-22,Junior,School of Communication and Information,0,0,['MRS' 'SA' 'MS'],Apartment,1,1,1,8000-11000,11000,[]
Greg Allen,M,727350095,2003-11-19,Sophomore,Mason Gross School of the Arts,0,0,['TS' 'SA' 'MS'],Suite,1,1,1,6000-8000,8000,[]
Phillip Walton,M,296147783,2003-09-03,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'MRS' 'MH'],Suite,1,1,1,6000-8000,7000,[]
Douglas Norman,M,822786897,2005-09-07,Sophomore,School of Arts and Sciences,1,0,['BS' 'MS' 'MRS'],Apartment,1,1,1,4000-6000,6000,[]
Danielle Colon,F,115317586,2006-05-14,Junior,School of Arts and Sciences,0,1,['MZH' 'MH' 'BS'],Suite,1,1,1,4000-6000,5000,[]
Richard Flores,M,461921107,2006-07-06,Freshman,School of Arts and Sciences,0,0,['MRS' 'CS' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Joseph Hall,M,433716053,2006-04-19,Freshman,Rutgers Business School–Newark and New Brunswick,1,1,['RA' 'JS' 'MZH'],Suite,1,1,1,4000-6000,5000,[]
Emily Brooks,F,324279125,2004-09-26,Freshman,School of Arts and Sciences,0,0,['JS' 'MS' 'RA'],Apartment,1,1,1,4000-6000,6000,[]
Heather Warren,F,237476694,2004-05-01,Freshman,School of Arts and Sciences,0,0,['RA' 'MRS' 'MH'],Apartment,1,1,1,4000-6000,6000,[]
Virginia Gomez,F,720927577,2004-11-08,Senior,School of Communication and Information,0,0,['BS' 'MS' 'AH'],Apartment,1,1,1,4000-6000,6000,[]
Morgan Hernandez,F,393345889,2003-06-10,Junior,Mason Gross School of the Arts,0,0,['RA' 'WS' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Vanessa Fowler,F,712907617,2003-08-19,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'WS' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Sarah Chan,F,751426402,2001-11-14,Junior,School of Arts and Sciences,0,0,['CS' 'WS' 'SA'],Suite,1,1,1,8000-11000,11000,[]
Edward Vang,M,603806570,2003-09-18,Senior,School of Communication and Information,1,1,['MH' 'RA' 'SA'],Apartment,1,1,1,4000-6000,5000,[]
Heather Lewis,F,980302698,2006-08-20,Freshman,School of Arts and Sciences,0,0,['CS' 'RA' 'BS'],Suite,1,1,1,4000-6000,6000,[]
Shane Brown,M,329554795,2006-04-07,Junior,School of Arts and Sciences,0,0,['AH' 'JS' 'WS'],Apartment,1,1,1,4000-6000,6000,[]
Eric Allen,M,801684331,2002-09-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Briana Carey,F,284506990,2004-12-07,Sophomore,School of Social Work,0,1,['RA' 'SA' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Melissa Woods DDS,F,782605166,2001-04-03,Freshman,School of Engineering,0,0,['MS' 'BS' 'BH'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Timothy Baker,M,288602992,2002-07-10,Junior,Mason Gross School of the Arts,0,0,['AH' 'CS' 'BH'],Suite,1,1,1,6000-8000,8000,[]
Henry Todd,M,568138609,2005-03-07,Freshman,School of Management and Labor Relations,0,0,['WS' 'MH' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Ashley Newman,F,121879410,2006-05-28,Junior,School of Engineering,0,0,['MZH' 'SA' 'CS'],Apartment,1,1,1,4000-6000,6000,[]
Michael Booth,M,421510001,2006-06-05,Junior,School of Engineering,0,0,['BS' 'MZH' 'MH'],Suite,1,0,1,8000-11000,11000,[]
Mary Gonzales,F,629906293,2001-12-05,Sophomore,School of Management and Labor Relations,0,0,['CS' 'MRS' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Tony Herrera,M,789764982,2003-02-28,Sophomore,School of Engineering,0,1,['RA' 'JS' 'MRS'],Apartment,1,1,1,8000-11000,10000,[]
Matthew Banks,M,542890870,2001-11-22,Freshman,School of Arts and Sciences,0,0,['MS' 'WS' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Frank Ryan,M,820853624,2002-04-04,Junior,School of Environmental and Biological Sciences,0,0,['NCA' 'AH' 'MRS'],Suite,1,1,1,6000-8000,8000,[]
Tara Sampson,F,344824693,2003-07-21,Senior,School of Environmental and Biological Sciences,0,0,['NCA' 'RA' 'WS'],Suite,1,1,1,4000-6000,6000,[]
Suzanne Powell,F,932051833,2005-02-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,0,['AH' 'SA' 'MH'],Apartment,1,1,1,4000-6000,6000,[]
Megan Hill,F,230194037,2002-02-09,Freshman,School of Arts and Sciences,0,1,['BH' 'NCA' 'MH'],Suite,1,1,1,8000-11000,10000,[]
Nancy Stark,F,299629436,2003-09-11,Freshman,School of Arts and Sciences,0,0,['RA' 'MRS' 'MZH'],Suite,1,1,1,8000-11000,11000,[]
Elizabeth Graham,F,629373821,2005-12-23,Junior,School of Engineering,0,0,['NCA' 'JS' 'CS'],Suite,1,1,1,6000-8000,8000,[]
Richard Figueroa,M,916093822,2001-09-08,Sophomore,School of Arts and Sciences,0,0,['TS' 'MS' 'JS'],Apartment,1,1,1,4000-6000,6000,[]
Eric Douglas,M,878582647,2000-10-18,Freshman,Mason Gross School of the Arts,0,0,['RA' 'SA' 'MS'],Apartment,1,1,1,6000-8000,8000,[]
Melissa Garcia,F,737549180,2002-11-15,Junior,School of Arts and Sciences,0,0,['JS' 'MRS' 'TS'],Traditional Residence Hall,1,0,1,4000-6000,6000,[]
Cameron Santana,M,135453561,2002-09-22,Junior,School of Arts and Sciences,0,0,['WS' 'BS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Angela Gonzalez,F,933198723,2002-07-18,Senior,School of Arts and Sciences,0,0,['JS' 'BS' 'MRS'],Suite,1,1,1,4000-6000,6000,[]
Alisha Lawson,F,898251651,2006-06-29,Freshman,Mason Gross School of the Arts,0,0,['JS' 'SA' 'MS'],Suite,1,0,0,4000-6000,6000,[]
Andrew Davenport,M,528743301,2005-09-20,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Brent Howard,M,166460294,2003-07-18,Junior,Mason Gross School of the Arts,0,0,['TS' 'SA' 'BS'],Traditional Residence Hall,1,0,1,6000-8000,8000,[]
Tara Best,F,556858247,2004-02-17,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'BH' 'TS'],Apartment,1,1,1,4000-6000,6000,[]
Jason Williams,M,221772677,2001-10-21,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'WS'],Apartment,1,1,0,4000-6000,5000,[]
Jesus Price,M,829291401,2005-09-30,Senior,School of Communication and Information,0,0,['CS' 'MRS' 'RA'],Apartment,1,1,1,4000-6000,6000,[]
Michael Martinez,M,281664400,2002-11-02,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'BS' 'TS'],Traditional Residence Hall,1,1,0,4000-6000,5000,[]
Sharon Chen MD,F,919239570,2003-11-19,Junior,School of Engineering,0,0,['MZH' 'BS' 'TS'],Suite,1,1,1,6000-8000,8000,[]
Matthew Reed,M,945945491,2005-09-12,Senior,School of Arts and Sciences,0,0,['AH' 'TS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Justin Bates,M,364321682,2001-02-01,Sophomore,School of Management and Labor Relations,0,0,['BS' 'RA' 'NCA'],Apartment,1,1,1,4000-6000,6000,[]
Jennifer Pratt,F,610278293,2005-04-25,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'JS' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Meagan Patterson,F,959642518,2002-10-09,Junior,School of Communication and Information,0,0,['SA' 'TS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Jennifer Vaughn,F,815045524,2006-03-20,Sophomore,School of Arts and Sciences,0,0,['MRS' 'WS' 'TS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Michael Watson,M,591674264,2003-11-01,Sophomore,School of Arts and Sciences,0,0,['SA' 'MS' 'JS'],Suite,1,1,1,8000-11000,11000,[]
Alexis Rich,M,467581848,2002-09-27,Sophomore,School of Engineering,0,1,['MRS' 'MH' 'TS'],Suite,1,1,1,8000-11000,10000,[]
Kevin Wise,M,468843416,2003-06-20,Freshman,School of Arts and Sciences,0,0,['BS' 'MH' 'TS'],Suite,1,1,1,4000-6000,6000,[]
Phyllis Fernandez,F,538753947,2006-08-18,Freshman,School of Social Work,0,0,['TS' 'MRS' 'AH'],Apartment,1,1,1,8000-11000,11000,[]
Ryan Steele,M,801127322,2002-05-04,Sophomore,School of Communication and Information,0,1,['NCA' 'WS' 'MZH'],Apartment,1,1,1,4000-6000,5000,[]
Pamela Myers,F,498006941,2006-03-15,Junior,School of Arts and Sciences,0,1,['SA' 'CS' 'MS'],Suite,1,0,1,4000-6000,5000,[]
Anthony Vazquez,M,653769631,2005-05-28,Sophomore,Mason Gross School of the Arts,0,0,['MS' 'SA' 'BS'],Apartment,1,1,0,8000-11000,11000,[]
Ashley Reed,F,799357857,2005-05-26,Junior,School of Arts and Sciences,0,1,['RA' 'AH' 'CS'],Suite,1,1,0,4000-6000,5000,[]
Christina Garcia,F,640375714,2006-01-07,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'BS' 'JS'],Suite,1,1,0,6000-8000,8000,[]
Charles Hart,M,672922531,2001-01-13,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['WS' 'NCA' 'TS'],Apartment,1,1,1,8000-11000,10000,[]
Jessica Shaw,F,709368744,2006-06-29,Sophomore,School of Arts and Sciences,0,0,['SA' 'WS' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Monica Williams,F,753810345,2002-09-01,Senior,Mason Gross School of the Arts,0,1,['RA' 'JS' 'BH'],Suite,1,1,0,8000-11000,10000,[]
Lisa Jones,F,351583148,2003-03-24,Freshman,School of Environmental and Biological Sciences,0,0,['NCA' 'BS' 'TS'],Apartment,1,1,1,4000-6000,6000,[]
Kaitlyn Green,F,814570412,2000-11-09,Junior,Mason Gross School of the Arts,0,1,['MS' 'RA' 'SA'],Apartment,1,0,1,8000-11000,10000,[]
Felicia Johnson,F,441867182,2003-09-21,Senior,School of Arts and Sciences,0,0,['MZH' 'BS' 'WS'],Suite,1,1,1,6000-8000,8000,[]
Sherry Brown,F,580787118,2002-12-01,Freshman,School of Arts and Sciences,0,0,['SA' 'MS' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Steven Shea,M,455203763,2006-04-30,Freshman,School of Arts and Sciences,0,1,['MRS' 'SA' 'WS'],Apartment,1,1,1,4000-6000,5000,[]
Eric Vincent,M,704314291,2002-04-14,Freshman,School of Arts and Sciences,0,1,['MRS' 'TS' 'BS'],Suite,1,1,1,4000-6000,5000,[]
Adriana Brooks,F,534264760,2004-05-21,Sophomore,School of Communication and Information,0,0,['NCA' 'SA' 'CS'],Suite,1,1,1,4000-6000,6000,[]
Anna Duke,F,505117624,2004-12-13,Freshman,Mason Gross School of the Arts,0,0,['BS' 'NCA' 'MH'],Apartment,1,1,1,4000-6000,6000,[]
Dana Henderson,F,156302266,2004-01-31,Junior,School of Arts and Sciences,0,1,['SA' 'WS' 'CS'],Suite,1,1,1,4000-6000,5000,[]
David Lewis,M,509008826,2005-06-13,Junior,School of Engineering,0,0,['NCA' 'CS' 'RA'],Suite,1,0,1,4000-6000,6000,[]
Stacy Cox,F,289676219,2005-09-28,Sophomore,School of Arts and Sciences,0,0,['MH' 'NCA' 'JS'],Suite,1,1,1,8000-11000,11000,[]
Jonathan Simpson,M,544731759,2005-12-09,Freshman,School of Communication and Information,0,0,['RA' 'NCA' 'JS'],Apartment,1,1,1,8000-11000,11000,[]
Catherine Salazar,F,413752259,2004-08-10,Junior,School of Management and Labor Relations,1,0,['BH' 'MRS' 'MZH'],Suite,1,1,1,4000-6000,6000,[]
Kimberly Morrison,F,265788356,2001-04-04,Sophomore,School of Engineering,0,0,['RA' 'BS' 'MS'],Apartment,1,1,1,4000-6000,6000,[]
Michelle Garrison,F,220593092,2001-06-16,Freshman,School of Communication and Information,0,0,['CS' 'JS' 'SA'],Suite,1,1,1,8000-11000,11000,[]
Edward Mendoza,M,690273222,2005-10-29,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'BS' 'BH'],Suite,1,1,0,8000-11000,11000,[]
Theresa Lamb,F,831888326,2004-01-28,Senior,School of Arts and Sciences,0,0,['SA' 'CS' 'JS'],Apartment,1,1,1,4000-6000,6000,[]
April Freeman,F,114572232,2006-05-24,Junior,School of Arts and Sciences,0,0,['BS' 'CS' 'MH'],Apartment,1,1,1,4000-6000,6000,[]
Christina Mercado,F,571014089,2005-03-04,Junior,Mason Gross School of the Arts,0,0,['WS' 'TS' 'NCA'],Apartment,1,1,1,8000-11000,11000,[]
Derek Merritt,M,810286024,2004-10-05,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'AH' 'MH'],Suite,1,1,1,6000-8000,8000,[]
Kirk Powell,M,302652360,2003-04-21,Freshman,Mason Gross School of the Arts,0,0,['BS' 'WS' 'SA'],Suite,1,1,1,6000-8000,8000,[]
Travis Dickerson MD,M,851721164,2003-12-31,Sophomore,School of Arts and Sciences,0,0,['SA' 'MS' 'RA'],Apartment,1,1,1,4000-6000,6000,[]
Jessica Washington,F,487152586,2006-01-21,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'CS' 'SA'],Suite,1,1,1,4000-6000,5000,[]
Matthew Scott,M,986930121,2006-02-16,Junior,School of Arts and Sciences,0,1,['NCA' 'WS' 'CS'],Suite,1,1,1,8000-11000,10000,[]
